source_word,source_seg,related_word,related_seg
disrupt,dis.rupt,perturb,per.turb
broccoli,broc.coli,brochure,broch.ure
facetious,face.tious,frivolity,fri.vol.ity
dysentery,dys.ent.ery,dissenter,dis.sent.er
haptic,hap.tic,hapless,hap.less
abscond,abs.cond,condiment,condi.ment
macho,ma.cho,poncho,pon.cho
faculty,fac.ul.ty,factory,fact.ory
luscious,lu.sc.ious,conscious,con.sc.ious
luscious,lu.sc.ious,lustrous,lustr.ous
tinker,tin.ker,tinder,tin.der
treachery,trea.chery,treason,trea.son
treachery,trea.chery,butchery,but.chery
treachery,trea.chery,debauchery,debau.chery
feisty,fei.sty,pigsty,pig.sty
feisty,fei.sty,stymie,sty.mie
chasm,cha.sm,charisma,cha.ris.ma
chasm,cha.sm,charm,char.m
protrude,pro.trude,intrude,in.trude
constipation,con.stip.ation,stipend,stip.end
constipation,con.stip.ation,stipple,stip.ple
constipation,con.stip.ation,vn,v.n
constipation,con.stip.ation,stipulation,stip.ul.ation
expletive,ex.ple.tive,complement,com.ple.ment
conceive,con.ceive,conceit,con.ceit
conceive,con.ceive,receive,re.ceive
conceive,con.ceive,deceive,de.ceive
diarrhoea,dia.rrh.oea,gonorrhoea,gono.rrh.oea
retention,re.ten.tion,attention,at.ten.tion
retention,re.ten.tion,potential,po.ten.tial
cuckold,cuck.old,cuckoo,cuck.oo
derogatory,de.rog.atory,arrogant,ar.rog.ant
derogatory,de.rog.atory,prerogative,pre.rog.ative
derogatory,de.rog.atory,surrogate,sur.rog.ate
derogatory,de.rog.atory,nv,n.v
derogatory,de.rog.atory,rogue,rog.ue
salient,sali.ent,resilient,re.sili.ent
ambient,ambi.ent,ambience,ambi.ence
ambient,ambi.ent,ambivalent,ambi.valent
ambient,ambi.ent,ambition,ambi.tion
ambient,ambi.ent,ambiguous,ambi.guous
ambient,ambi.ent,amphibian,amphi.bian
crisp,cr.isp,crispy,cr.ispy
pictographic,pic.to.graphic,pictogram,pic.to.gram
collate,col.late,related,re.lated
comprehensive,com.pre.hens.ive,comprehensible,com.pre.hens.ible
comprehensive,com.pre.hens.ive,apprehensive,ap.pre.hens.ive
comprehensive,com.pre.hens.ive,comprehend,com.pre.hend
comprehensive,com.pre.hens.ive,comprehension,com.pre.hens.ion
comprehensive,com.pre.hens.ive,reprehensible,re.pre.hens.ible
flout,fl.out,clout,cl.out
whammy,wham.my,hapless,hap.less
comprehensible,com.pre.hens.ible,comprehensive,com.pre.hens.ive
comprehensible,com.pre.hens.ible,comprehension,com.pre.hens.ion
comprehensible,com.pre.hens.ible,comprehend,com.pre.hend
comprehensible,com.pre.hens.ible,reprehensible,re.pre.hens.ible
comprehensible,com.pre.hens.ible,apprehensive,ap.pre.hens.ive
cathode,cath.ode,anode,an.ode
aplastic,a.plast.ic,plastic,plast.ic
shrivel,shri.vel,vn,v.n
barter,bart.er,barge,bar.ge
barter,bart.er,bargain,bar.gain
incite,in.cite,incise,in.cise
incite,in.cite,citation,cit.ation
seditious,sed.it.ious,sedition,sed.it.ion
seditious,sed.it.ious,sediment,sedi.ment
flurry,flu.rry,fluffy,flu.ffy
flurry,flu.rry,fluff,flu.ff
flurry,flu.rry,flutter,flu.tter
convene,con.vene,convenor,con.venor
convene,con.vene,convention,con.vention
shamble,sham.ble,shampoo,sham.poo
nautilus,naut.il.us,nautical,naut.ic.al
acquiesce,ac.qui.esce,acquiescence,ac.qui.esc.ence
acquiesce,ac.qui.esce,quiescent,qui.escent
acquiesce,ac.qui.esce,acquit,ac.quit
acquiesce,ac.qui.esce,acquittal,ac.quitt.al
acquiesce,ac.qui.esce,acquire,ac.quire
acquiesce,ac.qui.esce,acquaintance,ac.quaint.ance
comprise,com.prise,comprimise,com.primise
comprise,com.prise,compliment,com.pli.ment
cellulose,cellu.lose,celluloid,cellu.loid
cellulose,cellu.lose,nitrocellulose,nitro.cellulose
envelope,en.ve.lope,envelop,en.ve.lop
envelope,en.ve.lope,develop,de.ve.lop
modal,mod.al,model,mod.el
pinnacle,pin.na.cle,obstacle,obs.ta.cle
pinnacle,pin.na.cle,acle,a.cle
autolyse,auto.lyse,autolysis,auto.lysis
autolyse,auto.lyse,analyse,ana.lyse
autolyse,auto.lyse,paralyse,para.lyse
autolyse,auto.lyse,electrolyse,electro.lyse
cringe,crin.ge,fringe,frin.ge
cringe,crin.ge,infringe,in.fringe
cringe,crin.ge,vin,vi.n
marvel,marv.el,marble,marb.le
marvel,marv.el,maverick,mave.rick
wedge,we.dge,bridge,bri.dge
wedge,we.dge,ledge,le.dge
wedge,we.dge,edge,e.dge
wedge,we.dge,wedding,wed.ding
perseverance,per.sever.ance,severance,sever.ance
equinox,equi.nox,equator,equa.tor
equinox,equi.nox,solstice,sol.stice
vulgar,vul.gar,vulture,vul.ture
parole,par.ole,parley,par.ley
mutilate,mut.il.ate,mutant,mut.ant
catechumen,cate.chu.men,catechism,cate.chism
catechumen,cate.chu.men,category,cate.gory
arguably,argu.ably,presumably,pre.sum.ably
avenue,a.venue,revenue,re.venue
avenue,a.venue,parvenu,par.venu
formaldehyde,formal.de.hyde,formaling,formal.ing
thwart,th.wart,stalwart,stal.wart
belch,bel.ch,belly,bel.ly
belch,bel.ch,birch,bir.ch
desiccant,de.sicc.ant,desiccated,de.sicc.ated
desiccant,de.sicc.ant,siccative,sicc.ative
assent,as.sent,consent,con.sent
assent,as.sent,nv,n.v
assent,as.sent,consensus,con.sensus
assent,as.sent,consensual,con.sensual
inexorable,in.ex.ora.ble,inexplicable,in.ex.plic.able
inexorable,in.ex.ora.ble,inevitable,in.evit.able
sombrero,somb.rero,torero,to.rero
sombrero,somb.rero,somber,somb.er
panoramic,pano.ram.ic,panorama,pano.rama
panoramic,pano.ram.ic,panoply,pano.ply
marquee,mar.quee,marquis,mar.quis
marquee,mar.quee,marquise,mar.quise
waffle,waf.fle,baffle,baf.fle
waffle,waf.fle,raffle,raf.fle
garner,gar.ner,gather,ga.ther
pomegranate,pome.gran.ate,granite,gran.ite
compromise,com.pro.mise,promise,pro.mise
compromise,com.pro.mise,premise,pre.mise
enema,e.nema,enemy,e.nemy
enema,e.nema,cinema,ci.nema
lethargy,le.thar.gy,lethal,le.thal
prong,pr.ong,prolong,pro.long
covert,cover.t,overt,over.t
succumb,suc.cumb,encumber,en.cumb.er
succumb,suc.cumb,incumbent,in.cumb.ent
pervasive,per.vas.ive,pervade,per.vade
pervasive,per.vas.ive,invade,in.vade
wreck,wr.eck,deck,d.eck
wreck,wr.eck,wreak,wr.eak
wreck,wr.eck,wrench,wr.ench
wreck,wr.eck,wretched,wr.etch.ed
vengeance,ven.ge.ance,revenge,re.ven.ge
vengeance,ven.ge.ance,nv,n.v
vengeance,ven.ge.ance,avenge,a.venge
cardigan,cardi.gan,cardinal,cardi.nal
cardigan,cardi.gan,cardiology,cardi.ology
cardigan,cardi.gan,cardiovascular,cardio.vascular
cardigan,cardi.gan,vegan,ve.gan
cardigan,cardi.gan,pangan,pan.gan
cardigan,cardi.gan,hooligan,hooli.gan
cardigan,cardi.gan,kalgan,Kal.gan
perplexity,per.plex.ity,complexity,com.plex.ity
contingency,con.ting.ency,contingent,con.ting.ent
contingent,con.ting.ent,contingency,con.ting.ency
prevalence,pre.val.ence,prevail,pre.vail
prevalence,pre.val.ence,perva,per.va
prevalence,pre.val.ence,convalescence,con.val.escence
prosthetic,pro.sthe.tic,prosthesis,pro.sthe.sis
prosthetic,pro.sthe.tic,aesthetic,ae.sthe.tic
spandex,span.dex,dexterous,dex.ter.ous
inveterate,in.veter.ate,veteran,veter.an
stubble,stub.ble,stubborn,stub.born
stubble,stub.ble,hobble,hob.ble
pristine,pri.st.ine,priest,prie.st
crouch,cr.ouch,couch,c.ouch
burly,bur.ly,vn,v.n
devious,dev.ious,deviate,dev.iate
carton,cart.on,cartoon,cart.oon
congeal,con.geal,coagulate,co.agul.ate
ramble,ram.ble,rampant,ram.pant
ramble,ram.ble,rampage,ram.page
confound,con.found,perplexity,per.plexity
confound,con.found,baffle,baff.le
rummage,rumm.age,ransack,ran.sack
pellet,pell.et,repellent,re.pell.ent
tutelage,tute.lage,tuition,tu.ition
scowl,sc.owl,cowl,c.owl
scowl,sc.owl,prowl,pr.owl
wince,win.ce,winch,win.ch
appliance,ap.pli.ance,compliance,com.pli.ance
sporadic,spora.dic,diaspora,dia.spora
squint,squ.int,square,squ.are
swerve,sw.erve,serve,s.erve
swerve,sw.erve,nerve,n.erve
swerve,sw.erve,vivt,vi.vt
frivolity,fri.vol.ity,frivolous,fri.vol.ous
frivolity,fri.vol.ity,frigate,fri.gate
frivolity,fri.vol.ity,frisbee,fris.bee
frivolity,fri.vol.ity,facetious,face.tious
lingerie,lin.ge.rie,reverie,re.ve.rie
lingerie,lin.ge.rie,coterie,cote.rie
stroll,str.oll,stroller,str.oll.er
stroll,str.oll,street,str.eet
circumvent,circum.vent,circumlocution,circum.locution
circumvent,circum.vent,circumstance,circum.stance
circumvent,circum.vent,circumcision,circum.cision
circumvent,circum.vent,circumference,circum.ference
tally,tall.y,telly,tell.y
polystyrene,poly.sty.rene,polymer,poly.mer
polystyrene,poly.sty.rene,styrene,sty.rene
creche,cre.che,crash,cra.sh
junkie,junk.ie,rookie,rook.ie
junkie,junk.ie,cookie,cook.ie
repeal,re.peal,appeal,ap.peal
repeal,re.peal,nv,n.v
latent,lat.ent,latency,lat.ency
blunder,blund.er,plunder,plund.er
blunder,blund.er,vn,v.n
grubby,grub.by,grumble,grum.ble
sachet,sa.chet,crochet,cro.chet
sachet,sa.chet,cachet,ca.chet
sachet,sa.chet,hatchet,ha.tchet
rumbling,rumb.ling,rumble,rumb.le
rumbling,rumb.ling,rumbustious,rum.bust.ious
plaid,pl.aid,plait,pl.ait
plaid,pl.aid,braid,br.aid
plaid,pl.aid,plain,pl.ain
picturesque,pictur.esque,pictures,pictu.res
picturesque,pictur.esque,grotesque,grot.esque
picturesque,pictur.esque,burlesque,burl.esque
picturesque,pictur.esque,arabesque,arab.esque
atone,a.tone,atonal,a.ton.al
cranny,cran.ny,granny,gran.ny
cranny,cran.ny,cranium,cran.ium
construe,con.strue,construct,con.stru.ct
proclivity,pro.cliv.ity,acclivity,ac.cliv.ity
proclivity,pro.cliv.ity,declivity,de.cliv.ity
misogynist,miso.gyn.ist,gynephobia,gyne.phobia
misogynist,miso.gyn.ist,gynecology,gyne.cology
triumph,tri.um.ph,ump,um.p
surreptitious,sur.repti.tious,reptile,rept.ile
cremate,cre.mate,create,cre.ate
cremate,cre.mate,increment,in.cre.ment
cremate,cre.mate,decrement,de.cre.ment
cremate,cre.mate,excrement,ex.cre.ment
tenuous,ten.uous,tenure,ten.ure
Sisyphean,Sisy.phean,sisyphus,Sisy.phus
spree,spr.ee,spring,spr.ing
scrunchy,scr.un.chy,crunchy,cr.un.chy
scrunchy,scr.un.chy,crunch,cr.un.ch
scrunchy,scr.un.chy,nv,n.v
scrunchy,scr.un.chy,scrunch,scr.un.ch
indignant,in.dign.ant,dignity,dign.ity
indignant,in.dign.ant,indig,in.dig
complaint,com.plaint,complain,com.plain
complaint,com.plaint,explain,ex.plain
complaint,com.plaint,plaintiff,plaint.iff
recede,re.cede,concede,con.cede
recede,re.cede,secede,se.cede
recede,re.cede,accede,ac.cede
jostle,jo.stle,hustle,hu.stle
jostle,jo.stle,pestle,pe.stle
getaway,get.away,stowaway,stow.away
sequel,sequ.el,consequence,con.sequ.ence
sequel,sequ.el,sequence,sequ.ence
sequel,sequ.el,obsequies,ob.sequ.ies
sequel,sequ.el,prequel,pre.quel
strife,stri.fe,strive,stri.ve
strife,stri.fe,strike,stri.ke
crumple,crump.le,crumble,crumb.le
crumple,crump.le,vtvi,vt.vi
mangle,man.gle,mango,man.go
diminutive,diminu.tive,diminish,dimin.ish
diminutive,diminu.tive,diminuendo,diminu.endo
tousled,tous.led,tussle,tuss.le
geriatric,ger.ia.tric,paediatric,paed.ia.tric
geriatric,ger.ia.tric,gerontology,ger.ont.ology
inconvenient,in.con.ven.ient,convenient,con.ven.ient
inconvenient,in.con.ven.ient,convent,con.vent
inconvenient,in.con.ven.ient,convention,con.ven.tion
decadent,decad.ent,nv,n.v
decadent,decad.ent,cadence,cad.ence
unequivocal,un.equi.voc.al,equivocate,equi.voc.ate
unequivocal,un.equi.voc.al,equity,equi.ty
rescind,re.scind,fascinate,fa.scin.ate
draught,dr.aught,draft,dr.aft
draught,dr.aught,laugh,l.augh
catastrophe,cata.strophe,apostrophe,apo.strophe
catastrophe,cata.strophe,cataclysm,cata.clysm
catastrophe,cata.strophe,calamity,cala.mity
catastrophe,cata.strophe,apocalypse,apo.ca.lyp.se
latch,la.tch,catch,ca.tch
latch,la.tch,patch,pa.tch
latch,la.tch,hatch,ha.tch
haunch,h.aun.ch,launch,l.aun.ch
haunch,h.aun.ch,staunch,st.aun.ch
haunch,h.aun.ch,daunt,d.aun.t
tout,t.out,trout,tr.out
cordial,cord.ial,cordon,cord.on
cordial,cord.ial,corduroy,cord.ur.oy
cosmetic,cos.metic,cosmic,cos.mic
cosmetic,cos.metic,cosmos,cos.mos
entice,ent.ice,enticement,ent.ice.ment
entice,ent.ice,entertain,ent.er.tain
entice,ent.ice,entertainment,enter.tain.ment
entice,ent.ice,seduce,se.duce
revision,re.vision,television,tele.vision
revision,re.vision,provision,pro.vision
unanimity,un.anim.ity,animal,anim.al
unanimity,un.anim.ity,animus,anim.us
unanimity,un.anim.ity,animosity,anim.osity
ravioli,ra.violi,tortellini,tor.tel.lini
touche,tou.che,touch,tou.ch
touche,tou.che,cliche,cli.che
contrive,con.trive,trivia,triv.ia
contrive,con.trive,contrived,con.trived
exasperate,ex.asper.ate,asperity,asper.ity
exasperate,ex.asper.ate,aspersions,asper.sions
exude,exu.de,exuberant,exu.berant
scrawl,scr.awl,crawl,cr.awl
scrawl,scr.awl,vn,v.n
scrawl,scr.awl,scribble,scrib.ble
scrawl,scr.awl,sprawl,spr.awl
scrawl,scr.awl,scramble,scr.amble
vibrant,vibr.ant,vibrate,vibr.ate
drench,dr.ench,drink,dr.ink
drench,dr.ench,trench,tr.ench
corpulent,corp.ul.ent,opulent,op.ul.ent
clench,cl.en.ch,clinch,cl.in.ch
clench,cl.en.ch,clutch,cl.u.tch
cellophane,cello.phane,cellulose,cellu.lose
cellophane,cello.phane,telephone,tele.phone
respite,re.spite,resp,re.sp
respite,re.spite,despite,de.spite
surmise,sur.mise,promise,pro.mise
surmise,sur.mise,premise,pre.mise
surmise,sur.mise,demise,de.mise
tussle,tuss.le,tussive,tuss.ive
tussle,tuss.le,tousle,tous.le
tussle,tuss.le,vtvi,vt.vi
derelict,de.re.lict,relic,re.lic
grotesque,grot.esque,grotto,grot.to
grotesque,grot.esque,picturesque,pictur.esque
grotesque,grot.esque,burlesque,burl.esque
grotesque,grot.esque,arabesque,arab.esque
gonorrhoea,gono.rrh.oea,gonorrhea,gono.rrh.ea
gonorrhoea,gono.rrh.oea,diarrhoea,dia.rrh.oea
pilfer,pil.fer,pilgrim,pil.grim
vinyl,vin.yl,fentanyl,fen.tan.yl
trestle,tre.stle,tresses,tress.es
pugnacious,pugn.acious,impugn,im.pugn
pugnacious,pugn.acious,repugnant,re.pugn.ant
solicitor,so.licit.or,solicit,so.licit
solicitor,so.licit.or,elicit,e.licit
solicitor,so.licit.or,illicit,il.licit
cadence,cad.ence,decadent,de.cad.ent
refute,re.fute,refuse,re.fuse
refute,re.fute,repute,re.pute
refute,re.fute,rebut,re.but
refute,re.fute,refutation,re.fut.ation
jovial,jov.ial,saturnine,Saturn.ine
chrysalis,chrys.al.is,chrysanthemum,chrys.an.the.mum
chrysalis,chrys.al.is,chrysograph,chrys.ograph
pejorative,pe.jor.ative,perjure,per.jure
pejorative,pe.jor.ative,derogatory,de.roga.tory
suave,su.ave,assuage,as.su.age
suave,su.ave,persuade,per.su.ade
suave,su.ave,dissuade,dis.su.ade
entrant,entr.ant,entrance,entr.ance
auspicious,au.spic.ious,auspices,au.spic.es
propitious,pro.piti.ous,propitiate,pro.piti.ate
gruesome,grue.some,congruent,con.gru.ent
connotation,con.not.ation,annotation,an.not.ation
connotation,con.not.ation,denotation,de.not.ation
vehement,vehe.ment,vehicle,vehi.cle
capsize,cap.size,capital,cap.it.al
capsize,cap.size,capitulate,cap.it.ul.ate
thump,th.ump,trump,tr.ump
thump,th.ump,stump,st.ump
thump,th.ump,sump,s.ump
thump,th.ump,lump,l.ump
wobbly,wobb.ly,wobble,wobb.le
wobbly,wobb.ly,nv,n.v
wobbly,wobb.ly,wobbler,wobb.ler
mitochondrion,mito.chondr.ion,amitosis,a.mito.sis
mitochondrion,mito.chondr.ion,mitochondria,mito.chondr.ia
mitochondrion,mito.chondr.ion,chondral,chondr.al
mitochondrion,mito.chondr.ion,hypochondria,hypo.chondr.ia
intravenous,intra.ven.ous,venus,Ven.us
catheter,cathe.ter,cathedral,cathe.dral
catheter,cathe.ter,catherine,Cathe.rine
catheter,cathe.ter,cathode,cath.ode
spaghetti,spa.gh.etti,ghetto,gh.etto
spaghetti,spa.gh.etti,cappelletti,cap.pell.etti
rendition,rend.ition,render,rend.er
rendition,rend.ition,rendering,rend.er.ing
rendition,rend.ition,rendezvous,rend.ez.vous
rendition,rend.ition,interpretation,inter.pre.tation
preclude,pre.clude,conclude,con.clude
inherent,in.her.ent,inherit,in.her.it
inherent,in.her.ent,intrinsic,intrin.sic
assimilate,as.simil.ate,similar,simil.ar
assimilate,as.simil.ate,late,l.ate
assimilate,as.simil.ate,facsimile,fac.simile
assimilate,as.simil.ate,nv,n.v
plaintive,plaint.ive,plaintiff,plaint.iff
inquest,in.quest,vn,v.n
inquest,in.quest,bequest,be.quest
revere,re.vere,severe,se.vere
